The following is the staircase data.
(matte+baseAngle=-45),15,12,9.6,7.68,21.5808,17.26464,13.81171,11.04937,8.839497,7.071598,5.657278,4.525823,3.620658,2.896527,8.139239,6.511392,5.209114,4.167291,11.71009,9.368071,7.494457,5.995565,4.796453,3.837162,3.06973,2.455784,1.964627,1.571702,1.257361,1.005889,0.8047113,2.261239,1.808991,1.447193,1.157754,0.9262034,0.7409627,0.5927702,1.665684,4.680572,3.744458,10.52193,
